prune_ratio,activation_bits,baseline_accuracy,test_accuracy,accuracy_drop_pp,test_loss,average_weight_bits,model_size_mb,model_compression_ratio,pruning_only_sparsity,final_zero_fraction,weight_value_mb,mask_overhead_mb,scale_overhead_mb,fp32_exception_mb
0.0,8,95.11,94.04,1.0699999999999932,0.23290635085105896,5.758644486415807,1.7072887420654297,4.99755225888186,0.0,0.0685043767252651,1.5120220184326172,0.0,0.06510162353515625,0.13016510009765625
0.1,8,95.11,94.05,1.0600000000000023,0.23688103013038636,5.758644486415807,1.8147413730621338,4.701642248380329,0.1,0.10457740084265577,1.3569090366363525,0.26256561279296875,0.06510162353515625,0.13016510009765625
0.15,8,95.11,94.04,1.0699999999999932,0.2356628780603409,5.758644486415807,1.7447081804275513,4.890367802013614,0.15,0.15121585791079473,1.28687584400177,0.26256561279296875,0.06510162353515625,0.13016510009765625
0.2,8,95.11,93.71,1.4000000000000057,0.2370779396533966,5.758644486415807,1.6711623668670654,5.105586912819325,0.2,0.20046718364085425,1.2133300304412842,0.26256561279296875,0.06510162353515625,0.13016510009765625
